0,1,2,3,4,5,6,7,8,9,target
1.2891055461297332,0.5057759966102598,0.7670860770323168,0.9065794300689521,0.6383894713177908,0.9318062896620553,0.5490106947726137,0.16342336146913183,0.5573517471724699,0.10545068565218274,0
0.7924620380362009,0.6835501120999312,0.38817987244328456,0.2863564672478278,0.7667006930402945,0.5122326272027349,0.7377476715787291,0.41972902267890755,0.006771928672708705,0.7561854821544072,2
1.3166224713879382,1.125834587362334,0.013328949801649448,0.24420747198805137,0.08656073986586499,0.15079466009156228,0.16766836506508953,0.4403816723131112,0.08630729874531051,0.5700251612325786,1
1.4708859713748041,0.731405494960519,0.9058926833457813,0.49058258967284507,0.9797244196277801,0.21564145453165073,0.9501468129372972,0.2912550706582766,0.6441812208884852,0.831350845682033,1
1.0225578476975716,1.0094639465014925,0.1988811690509934,0.53917691565672,0.7990789574681983,0.43294874592986343,0.4150102678648534,0.6409573725631419,0.8679660621191072,0.6242344201927931,2
0.7491050749998646,0.47834656635313155,0.6148011651232866,0.6080641379409384,0.6427923254480069,0.8849497364848706,0.16097366627591125,0.477233219411612,0.018772850794526064,0.05018934043939027,2
1.3771666798287092,1.139295981186359,0.4428252427743685,0.8418846813133593,0.9616529072541184,0.9972019026412562,0.28883198692629186,0.04147068298734291,0.7049775565356343,0.9263974574599186,1
1.5802517798530322,0.9895393866807469,0.36956590848442306,0.10661114685258544,0.8764406681715682,0.9336094133784186,0.5031515106771148,0.9993555924455243,0.9252357626448534,0.7099554343149233,1
0.5972574584109228,0.7302190803425544,0.0949986547514291,0.5807487028224542,0.707928306765899,0.8278537189989701,0.6481090117499145,0.2821945185916741,0.15218275794312108,0.8872433689363023,1
1.5024482943489477,1.2139608438590588,0.3385241012354221,0.36786256638452064,0.3948256246963796,0.20589661570131446,0.46647706349857676,0.9914116058072338,0.6723859195143134,0.5078105048569367,0
1.2910331287977002,1.2901450751999655,0.7385942768660718,0.4738922197002864,0.7202319262492073,0.9429560418176758,0.16553239207147463,0.020863075651431084,0.7599788358781543,0.9993257146996762,0
0.9644702424891504,0.8268452400318118,0.2847068896919075,0.023621015687560365,0.08008116011217159,0.7722975440111437,0.9749136754419374,0.6533378415402105,0.9726998002562829,0.39472106884192215,2
1.5145392551284225,0.6332852858930731,0.08466740439903642,0.6907582928570243,0.5136805386895723,0.8950617937907496,0.1183347558237311,0.16231327113124006,0.27640247622085623,0.19978796611984895,0
1.0640013705403184,0.8046227355663693,0.8712085460959605,0.5627320503767583,0.9860035909944335,0.008136689925018481,0.9310934486488337,0.5037484113579321,0.5402825907246332,0.3006080384010523,2
